Source IP,Destination IP,Protocol,Port,Size,Time
10.10.10.10,1.1.1.2,UDP,42874,8151,2025-05-06 03:47:12
10.10.10.11,8.8.6.253,TCP,110,4498,2025-05-06 11:56:51
10.10.10.11,8.8.6.28,TCP,53,5966,2025-05-03 19:13:21
10.10.10.10,172.217.128.187,UDP,123,2692,2025-05-02 12:34:12
192.168.1.29,172.217.251.222,UDP,53,1307,2025-05-06 10:40:45
192.168.1.23,8.8.6.3,TCP,54134,4232,2025-05-07 13:54:18
192.168.1.9,172.217.117.83,TCP,6580,2971,2025-05-04 19:41:36
10.10.10.11,8.8.7.228,UDP,63431,2014,2025-05-04 21:25:07
192.168.1.87,8.8.6.90,UDP,500,983,2025-05-07 18:14:01
192.168.1.57,8.8.4.229,TCP,59643,4324,2025-05-01 09:18:42
192.168.1.24,8.8.7.157,TCP,3389,2047,2025-05-05 04:47:11
192.168.1.221,8.8.7.206,TCP,23,2786,2025-05-06 00:07:39
10.10.10.11,1.1.1.34,TCP,110,6070,2025-05-03 16:47:16
10.10.10.10,172.217.171.244,TCP,43322,5340,2025-05-03 03:07:56
192.168.1.151,172.217.66.194,TCP,25,589,2025-05-04 14:36:02
10.10.10.10,8.8.4.131,UDP,39970,5865,2025-05-07 21:14:10
10.10.10.10,172.217.0.142,UDP,68,5216,2025-05-03 00:24:37
10.10.10.10,172.217.169.113,UDP,514,6880,2025-05-05 10:25:23
10.10.10.10,172.217.159.5,TCP,143,4263,2025-05-04 09:26:36
192.168.1.76,1.1.1.169,UDP,53134,1926,2025-05-06 00:47:41
192.168.1.92,8.8.4.40,TCP,23,2270,2025-05-03 08:36:05
192.168.1.148,1.1.1.125,UDP,26554,434,2025-05-05 04:32:20
192.168.1.29,172.217.144.179,TCP,8080,1073,2025-05-02 10:55:01
192.168.1.250,172.217.148.53,ICMP,0,482,2025-05-02 10:42:01
10.10.10.10,8.8.7.43,TCP,23,2408,2025-05-07 16:04:07
192.168.1.56,172.217.200.139,TCP,3527,3227,2025-05-01 08:23:57
10.10.10.10,8.8.6.216,UDP,514,2817,2025-05-03 18:08:33
192.168.1.89,172.217.0.142,TCP,8941,2103,2025-05-03 14:16:04
10.10.10.11,8.8.6.185,TCP,53,2747,2025-05-02 23:02:00
10.10.10.10,8.8.6.232,UDP,1194,3320,2025-05-07 18:36:34
192.168.1.118,172.217.130.2,TCP,50727,3912,2025-05-01 12:37:01
10.10.10.10,172.217.107.83,TCP,53,1745,2025-05-07 15:58:52
10.10.10.11,1.1.1.4,TCP,443,7217,2025-05-05 12:01:25
10.10.10.10,8.8.7.50,UDP,123,6533,2025-05-02 10:33:41
10.10.10.10,8.8.5.28,TCP,110,6628,2025-05-07 14:56:39
10.10.10.10,8.8.6.153,UDP,68,3220,2025-05-07 22:10:29
192.168.1.24,172.217.129.130,TCP,80,1673,2025-05-06 03:59:50
10.10.10.10,8.8.4.40,TCP,49580,7979,2025-05-07 01:32:09
192.168.1.138,1.1.1.186,TCP,31887,3102,2025-05-01 13:15:22
192.168.1.92,172.217.171.244,TCP,21,1048,2025-05-02 18:31:15
10.10.10.10,8.8.7.179,UDP,20206,4320,2025-05-02 15:40:27
10.10.10.10,8.8.7.191,TCP,22,7206,2025-05-05 20:31:57
10.10.10.10,172.217.142.71,TCP,443,4544,2025-05-04 08:55:52
192.168.1.26,172.217.144.179,TCP,443,4323,2025-05-01 23:26:56
10.10.10.11,172.217.77.114,TCP,80,8624,2025-05-02 12:29:10
10.10.10.11,172.217.200.139,TCP,20,2207,2025-05-04 16:36:10
10.10.10.10,8.8.8.174,TCP,445,6228,2025-05-03 00:46:55
10.10.10.11,1.1.1.49,TCP,22,3929,2025-05-07 16:59:57
192.168.1.27,8.8.4.115,TCP,23,822,2025-05-05 03:12:17
192.168.1.56,172.217.116.124,UDP,1194,1279,2025-05-02 07:45:51
192.168.1.8,172.217.40.99,TCP,80,4792,2025-05-06 07:18:59
10.10.10.10,172.217.245.246,TCP,53,5801,2025-05-07 12:34:39
10.10.10.10,8.8.5.83,TCP,55427,4539,2025-05-06 22:45:02
10.10.10.11,8.8.5.156,UDP,67,5706,2025-05-06 03:53:43
10.10.10.10,8.8.6.127,TCP,143,7213,2025-05-07 01:55:04
10.10.10.11,8.8.5.58,UDP,69,5154,2025-05-06 13:53:45
192.168.1.8,8.8.4.131,TCP,25,3472,2025-05-05 06:51:21
192.168.1.71,8.8.8.198,UDP,161,909,2025-05-05 02:59:02
192.168.1.155,1.1.1.124,UDP,161,1523,2025-05-07 14:05:41
192.168.1.60,172.217.187.3,TCP,22,4404,2025-05-07 10:07:24
10.10.10.10,1.1.1.168,TCP,143,5799,2025-05-05 15:34:35
192.168.1.222,1.1.1.14,TCP,53,938,2025-05-01 23:08:55
10.10.10.10,8.8.4.2,TCP,143,5061,2025-05-03 05:34:50
10.10.10.11,1.1.1.18,TCP,143,7582,2025-05-04 08:57:17
192.168.1.144,1.1.1.87,TCP,47073,997,2025-05-05 00:30:12
10.10.10.11,8.8.6.216,TCP,143,2767,2025-05-07 16:06:51
192.168.1.187,172.217.144.179,TCP,3389,4230,2025-05-03 06:41:51
192.168.1.196,8.8.4.229,TCP,8080,4618,2025-05-05 10:33:49
192.168.1.57,8.8.5.2,TCP,46071,1738,2025-05-01 20:13:47
10.10.10.11,8.8.5.174,UDP,161,2901,2025-05-05 22:11:03
10.10.10.10,8.8.5.95,TCP,53,7976,2025-05-06 06:04:08
192.168.1.29,8.8.4.162,UDP,500,112,2025-05-03 19:51:55
192.168.1.208,1.1.1.220,UDP,53,1837,2025-05-05 00:40:48
192.168.1.170,8.8.6.135,TCP,23,1106,2025-05-07 22:14:29
10.10.10.11,8.8.8.60,TCP,25,4240,2025-05-01 11:56:41
10.10.10.10,8.8.6.133,TCP,20,3381,2025-05-01 06:23:53
10.10.10.10,1.1.1.109,UDP,67,6306,2025-05-01 08:02:42
192.168.1.97,172.217.130.2,TCP,110,1883,2025-05-05 12:37:58
192.168.1.56,8.8.6.153,UDP,67,254,2025-05-06 05:47:35
192.168.1.223,8.8.5.58,TCP,80,1721,2025-05-06 21:45:10
10.10.10.11,172.217.80.73,UDP,514,7521,2025-05-02 13:31:15
192.168.1.196,172.217.0.142,TCP,25478,3346,2025-05-06 22:35:31
10.10.10.10,172.217.40.78,UDP,53,6166,2025-05-03 02:35:38
10.10.10.10,172.217.18.194,TCP,63633,2325,2025-05-06 04:24:06
10.10.10.10,172.217.68.0,TCP,53,5442,2025-05-02 14:41:37
192.168.1.87,172.217.241.13,TCP,32246,2851,2025-05-03 19:26:21
192.168.1.167,1.1.1.109,TCP,22,2713,2025-05-05 22:37:40
10.10.10.11,1.1.1.64,TCP,10074,2877,2025-05-04 11:58:31
192.168.1.151,1.1.1.17,TCP,25,1004,2025-05-03 09:30:07
10.10.10.11,172.217.183.234,TCP,143,7692,2025-05-06 20:16:10
10.10.10.10,1.1.1.34,UDP,69,8949,2025-05-05 12:52:37
10.10.10.11,8.8.8.172,TCP,80,5671,2025-05-06 02:37:08
10.10.10.11,8.8.5.174,TCP,443,2113,2025-05-01 14:32:06
10.10.10.10,1.1.1.167,TCP,23080,6222,2025-05-01 03:18:28
10.10.10.11,8.8.5.194,TCP,57711,5056,2025-05-06 23:46:42
10.10.10.11,8.8.4.2,TCP,110,3230,2025-05-04 19:16:45
192.168.1.26,1.1.1.49,TCP,22,2935,2025-05-03 12:06:16
192.168.1.76,1.1.1.103,TCP,110,1242,2025-05-03 18:14:26
192.168.1.159,1.1.1.119,TCP,25,3395,2025-05-02 07:05:54
192.168.1.217,172.217.168.74,TCP,58053,4595,2025-05-02 19:23:09
192.168.1.190,1.1.1.173,TCP,53,3019,2025-05-01 02:18:06
10.10.10.11,8.8.8.203,TCP,445,8157,2025-05-05 23:57:36
192.168.1.229,172.217.17.157,UDP,46918,891,2025-05-06 09:57:43
10.10.10.10,172.217.245.246,UDP,514,7088,2025-05-02 00:43:09
192.168.1.155,1.1.1.24,ICMP,0,436,2025-05-06 23:53:39
10.10.10.10,8.8.4.119,TCP,20319,3974,2025-05-06 08:58:48
10.10.10.10,172.217.101.83,TCP,34151,8033,2025-05-06 14:10:31
10.10.10.10,172.217.108.75,UDP,53,2282,2025-05-01 17:03:24
192.168.1.63,1.1.1.19,TCP,143,2524,2025-05-04 15:16:32
10.10.10.11,8.8.7.206,TCP,21,5188,2025-05-07 02:23:20
10.10.10.11,1.1.1.19,TCP,80,3575,2025-05-07 13:32:23
192.168.1.75,8.8.5.79,UDP,500,1143,2025-05-03 15:53:08
192.168.1.164,8.8.4.66,TCP,443,650,2025-05-04 18:05:14
192.168.1.138,172.217.251.222,UDP,1194,828,2025-05-01 04:43:08
10.10.10.10,172.217.239.73,TCP,445,7580,2025-05-01 21:33:43
10.10.10.10,1.1.1.186,TCP,20,8160,2025-05-04 11:48:21
10.10.10.11,172.217.117.13,UDP,67,3094,2025-05-03 17:57:00
10.10.10.11,172.217.20.253,UDP,5023,8340,2025-05-02 08:06:53
192.168.1.189,172.217.213.113,TCP,143,279,2025-05-02 08:35:08
10.10.10.11,172.217.89.89,UDP,69,8602,2025-05-03 11:20:19
192.168.1.76,8.8.8.110,TCP,80,1714,2025-05-05 12:04:03
10.10.10.10,8.8.4.7,UDP,69,1716,2025-05-01 01:18:48
10.10.10.11,172.217.48.158,UDP,21735,4967,2025-05-01 15:43:10
10.10.10.11,172.217.159.5,UDP,69,7559,2025-05-04 21:05:00
10.10.10.10,8.8.7.99,TCP,26185,2993,2025-05-04 06:07:09
192.168.1.164,172.217.145.215,ICMP,0,78,2025-05-06 16:54:01
10.10.10.10,172.217.171.244,UDP,123,5712,2025-05-01 19:30:13
192.168.1.207,172.217.144.33,TCP,45042,939,2025-05-05 19:36:14
10.10.10.10,172.217.68.0,TCP,110,7388,2025-05-02 00:52:00
192.168.1.27,8.8.4.230,TCP,110,3343,2025-05-07 13:00:00
10.10.10.10,172.217.75.246,TCP,8440,6088,2025-05-06 19:36:45
192.168.1.246,172.217.76.205,TCP,80,2814,2025-05-04 12:53:25
10.10.10.10,172.217.17.139,TCP,3389,3572,2025-05-02 13:20:18
192.168.1.36,8.8.7.243,TCP,23,331,2025-05-03 14:47:21
192.168.1.7,172.217.55.188,ICMP,0,347,2025-05-03 08:57:27
192.168.1.187,8.8.7.21,UDP,123,1677,2025-05-03 09:37:08
10.10.10.10,8.8.6.90,UDP,123,5368,2025-05-02 09:39:40
10.10.10.11,172.217.180.28,TCP,445,4453,2025-05-07 15:48:06
10.10.10.11,8.8.6.254,UDP,123,7106,2025-05-01 23:53:38
10.10.10.11,1.1.1.124,TCP,23,6917,2025-05-05 06:52:09
10.10.10.10,8.8.8.126,TCP,143,6011,2025-05-05 12:03:27
192.168.1.68,8.8.7.43,UDP,33898,1121,2025-05-07 08:25:06
192.168.1.207,8.8.8.174,TCP,16249,4456,2025-05-05 01:49:52
192.168.1.51,1.1.1.115,UDP,53,1164,2025-05-02 07:00:13
10.10.10.10,1.1.1.25,TCP,110,2191,2025-05-03 08:56:21
10.10.10.11,172.217.15.155,UDP,161,3307,2025-05-02 08:18:46
192.168.1.7,8.8.6.28,UDP,123,1766,2025-05-07 08:22:38
10.10.10.10,8.8.8.60,UDP,68,2468,2025-05-01 09:08:44
192.168.1.184,172.217.25.153,UDP,1194,1978,2025-05-04 07:20:47
192.168.1.196,172.217.33.130,TCP,23,3818,2025-05-03 13:34:19
10.10.10.10,1.1.1.240,TCP,110,5950,2025-05-06 18:25:02
192.168.1.51,8.8.6.35,UDP,68,859,2025-05-04 02:55:05
192.168.1.51,1.1.1.4,TCP,22,1007,2025-05-07 13:55:47
192.168.1.159,172.217.33.130,TCP,22,2534,2025-05-04 07:25:25
192.168.1.138,8.8.4.225,ICMP,0,412,2025-05-04 01:12:30
10.10.10.11,8.8.4.230,TCP,51936,8648,2025-05-04 08:58:00
10.10.10.11,172.217.80.254,TCP,62004,2808,2025-05-06 22:52:46
192.168.1.68,172.217.213.113,TCP,60855,3649,2025-05-03 22:37:56
10.10.10.11,172.217.255.155,UDP,123,3434,2025-05-05 09:49:50
10.10.10.11,8.8.7.11,UDP,23085,2752,2025-05-07 17:43:29
10.10.10.10,8.8.5.178,TCP,110,3003,2025-05-04 01:55:34
192.168.1.108,1.1.1.224,ICMP,0,161,2025-05-03 03:17:40
10.10.10.11,1.1.1.218,UDP,1194,7360,2025-05-01 17:28:49
10.10.10.10,172.217.251.222,TCP,53,7647,2025-05-02 11:00:24
10.10.10.10,1.1.1.147,TCP,443,5872,2025-05-01 08:08:32
192.168.1.219,8.8.5.194,TCP,443,1634,2025-05-06 04:25:52
192.168.1.196,8.8.7.50,TCP,25,4888,2025-05-07 19:44:45
10.10.10.11,172.217.14.249,TCP,20,6443,2025-05-05 08:49:22
192.168.1.89,8.8.7.161,TCP,22,3869,2025-05-03 09:41:01
10.10.10.11,172.217.227.234,UDP,1194,4281,2025-05-03 00:50:03
10.10.10.11,172.217.117.83,TCP,25,3657,2025-05-01 13:01:24
10.10.10.10,8.8.4.230,UDP,68,8721,2025-05-07 21:01:43
192.168.1.253,172.217.61.27,TCP,445,825,2025-05-03 13:15:11
192.168.1.190,172.217.67.229,TCP,110,1147,2025-05-06 20:26:30
10.10.10.10,172.217.144.179,TCP,110,3645,2025-05-02 06:52:14
10.10.10.10,1.1.1.20,UDP,69,5352,2025-05-03 10:00:55
192.168.1.115,8.8.8.80,ICMP,0,302,2025-05-01 12:07:34
10.10.10.10,8.8.6.153,UDP,14028,3160,2025-05-06 12:11:53
192.168.1.138,1.1.1.218,TCP,45021,3322,2025-05-07 08:45:39
10.10.10.11,172.217.0.142,UDP,67,5877,2025-05-07 11:12:41
10.10.10.11,1.1.1.103,TCP,143,6718,2025-05-05 09:00:35
192.168.1.164,1.1.1.111,TCP,21,2864,2025-05-01 18:29:42
10.10.10.11,8.8.5.68,UDP,53,6315,2025-05-03 23:36:11
192.168.1.246,1.1.1.119,UDP,8013,549,2025-05-05 15:04:49
10.10.10.10,1.1.1.207,TCP,80,7774,2025-05-07 03:48:58
192.168.1.75,172.217.112.45,TCP,143,4089,2025-05-07 22:48:54
192.168.1.50,8.8.8.174,UDP,25779,1232,2025-05-05 17:41:00
192.168.1.223,1.1.1.147,TCP,8080,3161,2025-05-06 05:16:42
10.10.10.10,1.1.1.148,TCP,25,3712,2025-05-01 04:53:54
10.10.10.11,1.1.1.141,UDP,67,5894,2025-05-02 18:34:57
10.10.10.11,8.8.4.147,UDP,500,1914,2025-05-01 08:54:16
10.10.10.10,1.1.1.72,TCP,443,4091,2025-05-02 04:26:41
10.10.10.10,172.217.237.49,TCP,22,7230,2025-05-06 18:21:17
192.168.1.223,172.217.239.141,UDP,1194,1555,2025-05-01 06:02:14
10.10.10.11,172.217.245.19,UDP,500,7199,2025-05-04 17:05:11
10.10.10.10,1.1.1.220,TCP,80,2437,2025-05-01 09:14:07
192.168.1.167,172.217.17.157,UDP,161,1316,2025-05-01 08:23:36
10.10.10.10,1.1.1.166,TCP,80,3903,2025-05-01 11:20:30
192.168.1.246,172.217.200.185,UDP,1194,146,2025-05-01 13:11:44
192.168.1.237,8.8.7.172,TCP,53,3234,2025-05-01 11:11:36
192.168.1.148,8.8.8.70,TCP,25,2559,2025-05-01 00:54:17
192.168.1.76,1.1.1.238,TCP,445,1893,2025-05-07 06:50:42
192.168.1.174,1.1.1.43,TCP,8080,2915,2025-05-05 13:29:32
192.168.1.75,172.217.0.142,TCP,8080,2572,2025-05-06 23:22:17
192.168.1.18,8.8.5.252,TCP,57300,1346,2025-05-07 12:53:01
192.168.1.50,8.8.7.54,TCP,8080,285,2025-05-03 15:21:32
10.10.10.10,172.217.237.49,UDP,500,2404,2025-05-04 11:39:21
192.168.1.170,172.217.33.233,TCP,21,4059,2025-05-03 19:37:39
10.10.10.10,172.217.241.13,UDP,68,5518,2025-05-07 03:15:22
10.10.10.10,172.217.112.45,TCP,21,1742,2025-05-02 02:08:09
10.10.10.10,172.217.235.93,TCP,25,6128,2025-05-06 04:15:48
192.168.1.190,8.8.8.102,TCP,31276,1917,2025-05-06 07:42:33
192.168.1.26,1.1.1.238,UDP,500,1563,2025-05-06 09:33:52
192.168.1.25,1.1.1.47,TCP,443,465,2025-05-02 20:41:31
192.168.1.23,8.8.8.20,ICMP,0,98,2025-05-05 01:02:10
192.168.1.181,172.217.80.111,TCP,20,1477,2025-05-03 00:33:53
192.168.1.138,1.1.1.122,TCP,21,1809,2025-05-06 19:18:52
192.168.1.87,172.217.20.253,TCP,53,3559,2025-05-06 11:20:40
10.10.10.10,1.1.1.162,TCP,25,5189,2025-05-03 23:44:35
10.10.10.11,172.217.108.75,UDP,68,6467,2025-05-01 18:37:08
10.10.10.10,8.8.8.174,TCP,443,8031,2025-05-01 13:04:44
10.10.10.11,8.8.7.191,UDP,123,2684,2025-05-02 12:46:25
10.10.10.10,8.8.4.40,UDP,161,6251,2025-05-03 22:49:29
10.10.10.11,8.8.6.133,TCP,143,7519,2025-05-06 19:04:12
10.10.10.11,1.1.1.64,UDP,68,5968,2025-05-05 11:39:32
192.168.1.29,1.1.1.14,TCP,53,4076,2025-05-07 17:12:38
192.168.1.164,172.217.152.51,TCP,20,1854,2025-05-02 22:24:59
192.168.1.208,8.8.7.97,ICMP,0,332,2025-05-03 01:40:37
10.10.10.11,172.217.117.83,UDP,28830,8044,2025-05-07 06:41:30
192.168.1.167,1.1.1.13,TCP,110,4459,2025-05-07 06:33:33
10.10.10.11,8.8.7.191,UDP,53,2788,2025-05-04 09:24:48
10.10.10.11,172.217.2.99,TCP,22,7180,2025-05-01 16:20:25
10.10.10.10,8.8.7.255,UDP,1194,3362,2025-05-07 12:21:39
10.10.10.10,172.217.251.222,UDP,514,8862,2025-05-01 23:52:10
192.168.1.253,172.217.14.249,TCP,3389,1455,2025-05-03 14:45:42
192.168.1.18,8.8.6.28,TCP,80,1616,2025-05-01 00:56:21
192.168.1.223,1.1.1.173,UDP,123,189,2025-05-06 17:49:04
192.168.1.88,1.1.1.26,TCP,110,485,2025-05-04 04:01:38
192.168.1.152,172.217.129.130,TCP,110,967,2025-05-07 00:27:32
192.168.1.213,8.8.7.255,TCP,2474,1723,2025-05-02 05:47:21
192.168.1.181,8.8.8.67,TCP,443,1889,2025-05-02 22:57:21
192.168.1.108,172.217.80.254,TCP,80,2384,2025-05-01 05:56:33
10.10.10.10,8.8.8.70,TCP,14716,7767,2025-05-05 07:25:11
10.10.10.10,1.1.1.221,TCP,53,3378,2025-05-02 10:20:41
192.168.1.159,1.1.1.132,UDP,1194,1361,2025-05-04 07:39:40
192.168.1.190,1.1.1.4,TCP,3388,364,2025-05-07 09:22:13
192.168.1.138,8.8.5.178,UDP,68,70,2025-05-05 20:42:04
10.10.10.11,8.8.5.72,UDP,53,4789,2025-05-05 04:22:50
10.10.10.10,172.217.67.229,TCP,443,4325,2025-05-05 13:30:44
10.10.10.11,8.8.7.123,TCP,22,3297,2025-05-06 20:06:55
10.10.10.11,172.217.235.93,UDP,15026,2020,2025-05-02 15:02:02
192.168.1.196,172.217.68.0,ICMP,0,410,2025-05-01 23:28:28
10.10.10.11,172.217.255.155,UDP,68,8056,2025-05-05 20:18:59
192.168.1.221,1.1.1.6,TCP,53,1689,2025-05-06 22:00:33
192.168.1.198,8.8.8.63,TCP,143,3835,2025-05-05 17:48:13
10.10.10.10,1.1.1.61,UDP,514,5034,2025-05-05 18:02:14
192.168.1.164,8.8.7.157,TCP,110,1439,2025-05-07 17:51:07
10.10.10.10,8.8.6.3,UDP,53,2413,2025-05-04 09:09:53
192.168.1.75,8.8.5.250,TCP,37615,647,2025-05-01 03:23:30
10.10.10.10,1.1.1.14,TCP,23,7375,2025-05-03 17:27:15
10.10.10.10,172.217.218.76,UDP,123,7709,2025-05-04 09:24:35
10.10.10.11,8.8.8.102,UDP,40267,2971,2025-05-01 18:29:54
10.10.10.10,8.8.6.35,TCP,28481,3292,2025-05-04 15:20:11
10.10.10.11,8.8.7.21,TCP,22889,8630,2025-05-03 15:50:20
10.10.10.10,172.217.183.234,TCP,53,4550,2025-05-01 16:15:22
192.168.1.12,172.217.128.187,UDP,53,1182,2025-05-02 08:17:40
192.168.1.56,172.217.124.151,UDP,67,1398,2025-05-04 15:55:09
192.168.1.195,8.8.5.250,UDP,22337,246,2025-05-05 23:18:46
10.10.10.11,8.8.5.58,UDP,25918,7088,2025-05-05 10:10:36
192.168.1.57,172.217.191.124,TCP,8080,1886,2025-05-05 19:26:43
192.168.1.68,172.217.148.70,TCP,52831,1345,2025-05-04 15:57:20
10.10.10.11,1.1.1.222,UDP,68,4693,2025-05-01 07:20:13
192.168.1.7,172.217.152.85,ICMP,0,35,2025-05-07 13:42:56
192.168.1.9,8.8.6.185,TCP,25,4588,2025-05-04 11:30:14
192.168.1.23,8.8.4.24,TCP,21,3333,2025-05-03 22:08:48
10.10.10.11,1.1.1.4,TCP,443,5536,2025-05-02 17:49:44
10.10.10.10,8.8.7.255,TCP,8080,4282,2025-05-03 20:50:13
10.10.10.10,172.217.14.249,UDP,500,2249,2025-05-02 00:28:34
192.168.1.88,8.8.8.70,UDP,43841,1572,2025-05-04 07:24:17
10.10.10.10,8.8.6.27,UDP,161,3221,2025-05-05 18:54:55
10.10.10.10,172.217.30.177,UDP,36354,2913,2025-05-01 17:58:32
10.10.10.11,172.217.66.194,TCP,53,4363,2025-05-07 16:58:55
10.10.10.11,1.1.1.6,TCP,50351,7324,2025-05-04 17:31:56
192.168.1.26,172.217.63.8,UDP,15807,374,2025-05-05 03:33:08
10.10.10.11,8.8.4.2,UDP,69,3737,2025-05-05 22:51:50
10.10.10.11,1.1.1.114,TCP,443,1631,2025-05-01 09:28:00
10.10.10.10,8.8.7.161,UDP,69,5076,2025-05-05 11:58:46
192.168.1.198,8.8.7.161,UDP,123,1769,2025-05-03 14:25:54
192.168.1.180,8.8.4.248,UDP,45792,1969,2025-05-03 07:23:25
10.10.10.10,172.217.94.154,TCP,25,5941,2025-05-07 22:43:48
10.10.10.11,8.8.4.97,UDP,34397,2413,2025-05-06 04:28:40
192.168.1.8,1.1.1.64,TCP,443,4153,2025-05-07 19:39:31
10.10.10.10,8.8.5.205,TCP,21,2320,2025-05-06 14:46:15
192.168.1.24,8.8.6.152,ICMP,0,391,2025-05-02 00:35:53
192.168.1.159,172.217.33.233,TCP,80,2563,2025-05-01 06:54:04
192.168.1.36,172.217.122.15,UDP,514,132,2025-05-04 09:14:10
10.10.10.10,1.1.1.237,UDP,67,2733,2025-05-03 03:11:00
10.10.10.11,172.217.103.94,UDP,11948,7215,2025-05-01 13:47:41
192.168.1.58,8.8.7.110,TCP,110,763,2025-05-05 17:18:08
10.10.10.10,1.1.1.224,UDP,50464,4372,2025-05-02 08:35:20
192.168.1.187,8.8.5.252,TCP,62840,2221,2025-05-04 17:38:53
192.168.1.97,1.1.1.147,TCP,20,3182,2025-05-03 21:33:05
192.168.1.196,172.217.225.24,TCP,443,3040,2025-05-06 10:35:03
10.10.10.10,8.8.6.152,TCP,22,1984,2025-05-04 01:23:21
192.168.1.151,1.1.1.85,TCP,20,1527,2025-05-07 07:26:35
192.168.1.115,8.8.8.224,TCP,110,3970,2025-05-05 10:55:36
10.10.10.10,172.217.18.147,TCP,8080,7085,2025-05-04 06:12:40
192.168.1.196,8.8.4.218,UDP,514,1566,2025-05-07 02:51:49
192.168.1.29,172.217.39.161,UDP,68,1775,2025-05-03 04:47:21
192.168.1.60,8.8.7.43,TCP,25,246,2025-05-05 00:17:00
192.168.1.27,172.217.252.62,UDP,514,682,2025-05-07 07:38:48
192.168.1.189,8.8.4.66,TCP,22,1281,2025-05-07 19:55:07
192.168.1.227,172.217.62.138,TCP,53,807,2025-05-06 11:03:52
192.168.1.159,172.217.148.70,TCP,38488,1742,2025-05-04 21:39:05
192.168.1.253,172.217.213.113,UDP,500,1632,2025-05-05 13:52:32
192.168.1.144,8.8.5.30,TCP,110,4692,2025-05-01 15:40:40
192.168.1.164,172.217.112.45,UDP,53,1492,2025-05-07 10:19:12
192.168.1.155,1.1.1.173,TCP,80,2921,2025-05-05 14:39:03
10.10.10.11,1.1.1.201,UDP,123,6522,2025-05-05 22:19:53
192.168.1.32,1.1.1.147,UDP,42101,1535,2025-05-06 22:07:30
10.10.10.10,1.1.1.172,TCP,20,3618,2025-05-07 01:18:58
10.10.10.10,1.1.1.240,UDP,69,6668,2025-05-07 22:30:35
10.10.10.11,172.217.148.70,UDP,14997,6020,2025-05-02 02:17:54
192.168.1.75,1.1.1.120,TCP,56416,1623,2025-05-03 03:17:34
192.168.1.174,172.217.144.179,TCP,143,272,2025-05-02 09:24:54
10.10.10.10,8.8.6.230,TCP,25,7405,2025-05-06 03:44:46
10.10.10.10,172.217.235.93,UDP,68,2338,2025-05-03 08:19:39
192.168.1.174,8.8.4.115,ICMP,0,140,2025-05-01 06:40:57
10.10.10.11,172.217.235.93,TCP,80,6032,2025-05-03 19:16:27
10.10.10.11,8.8.7.123,UDP,69,8366,2025-05-02 12:07:36
10.10.10.10,8.8.6.253,TCP,110,4788,2025-05-03 09:41:50
10.10.10.10,172.217.30.177,UDP,53,7875,2025-05-03 22:22:53
192.168.1.253,1.1.1.111,UDP,1194,932,2025-05-07 10:56:12
10.10.10.10,8.8.8.224,UDP,123,8842,2025-05-07 17:31:07
10.10.10.10,172.217.10.45,TCP,60158,7772,2025-05-04 22:31:57
10.10.10.10,8.8.7.255,TCP,8080,3565,2025-05-05 17:28:02
192.168.1.138,172.217.89.89,TCP,443,3927,2025-05-03 03:51:50
10.10.10.10,172.217.158.144,UDP,1194,2535,2025-05-07 06:58:10
10.10.10.11,172.217.178.84,TCP,11712,7718,2025-05-07 18:56:57
192.168.1.68,172.217.48.158,TCP,23,4465,2025-05-01 06:36:32
10.10.10.11,172.217.66.194,UDP,69,4600,2025-05-02 15:51:01
192.168.1.155,8.8.6.247,UDP,1194,1452,2025-05-03 18:14:35
10.10.10.10,8.8.4.229,TCP,110,4676,2025-05-04 02:08:11
192.168.1.208,1.1.1.142,ICMP,0,385,2025-05-06 10:29:10
10.10.10.11,172.217.18.147,TCP,21,7619,2025-05-04 17:50:06
10.10.10.11,1.1.1.205,UDP,123,8760,2025-05-04 10:25:36
10.10.10.11,8.8.6.28,UDP,161,8544,2025-05-04 16:38:02
192.168.1.227,8.8.8.63,TCP,8080,4662,2025-05-02 05:02:25
10.10.10.11,1.1.1.24,TCP,22,4488,2025-05-02 15:23:45
10.10.10.11,8.8.4.131,UDP,123,2785,2025-05-02 16:26:18
192.168.1.148,1.1.1.218,TCP,443,4304,2025-05-04 19:32:43
10.10.10.10,8.8.6.254,UDP,500,2109,2025-05-07 10:39:14
192.168.1.76,172.217.152.85,TCP,443,2122,2025-05-05 05:34:02
192.168.1.164,172.217.169.113,TCP,23,2269,2025-05-05 12:42:24
192.168.1.51,172.217.152.85,TCP,8080,4471,2025-05-04 15:51:22
10.10.10.11,172.217.67.229,TCP,46925,5448,2025-05-05 01:37:11
10.10.10.10,172.217.191.124,TCP,143,4187,2025-05-07 11:50:00
10.10.10.11,8.8.6.118,UDP,500,3077,2025-05-04 02:30:18
192.168.1.151,1.1.1.166,TCP,53,4628,2025-05-06 09:13:18
192.168.1.12,8.8.7.157,TCP,443,2879,2025-05-05 13:45:53
10.10.10.11,8.8.7.10,TCP,23,5484,2025-05-03 18:21:44
192.168.1.217,1.1.1.218,TCP,8080,4716,2025-05-03 05:00:02
192.168.1.130,1.1.1.64,UDP,514,1593,2025-05-06 05:26:14
192.168.1.25,172.217.165.64,UDP,514,911,2025-05-03 00:44:05
10.10.10.11,1.1.1.9,UDP,500,8904,2025-05-02 21:27:58
10.10.10.11,172.217.15.155,UDP,46215,8500,2025-05-01 01:49:16
